source_id,source_url,final_url,retrieved_utc,access_date,status,content_type,local_path,size_bytes,sha256,error,usage_note
crossref_10.1016/j.jclepro.2015.06.066,https://api.crossref.org/works/10.1016/j.jclepro.2015.06.066,https://api.crossref.org/works/10.1016/j.jclepro.2015.06.066,2026-09-24T07:02:10+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_1016_j_jclepro_2015_06_066.066,25707,63eff3cd0f5b8ada28037b25d5eba911f2f5cbc657ef0143040c49025c29c4ab,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.1016/j.jclepro.2015.01.012,https://api.crossref.org/works/10.1016/j.jclepro.2015.01.012,https://api.crossref.org/works/10.1016/j.jclepro.2015.01.012,2026-09-24T07:02:10+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_1016_j_jclepro_2015_01_012.012,31872,0c0eccb9201f797ebcef0b557abf33e715e26738a956d7a5044d764a86ba270a,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.1016/j.jclepro.2015.02.061,https://api.crossref.org/works/10.1016/j.jclepro.2015.02.061,https://api.crossref.org/works/10.1016/j.jclepro.2015.02.061,2026-09-24T07:02:10+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_1016_j_jclepro_2015_02_061.061,35876,5a040173bb1fe55e283c3150532064ef36edcbb0c2a76c74a4b3cfcf9d496c80,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.1016/j.jclepro.2014.07.058,https://api.crossref.org/works/10.1016/j.jclepro.2014.07.058,https://api.crossref.org/works/10.1016/j.jclepro.2014.07.058,2026-09-24T07:02:10+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_1016_j_jclepro_2014_07_058.058,31725,0eded0ca3aa80cbf31fb5ed6a20948ce14b72d0d1fd0d82c3c6959f508cf4e8f,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.1016/j.jclepro.2017.05.198,https://api.crossref.org/works/10.1016/j.jclepro.2017.05.198,https://api.crossref.org/works/10.1016/j.jclepro.2017.05.198,2026-09-24T07:02:11+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_1016_j_jclepro_2017_05_198.198,31512,75e86765232a08172b98104a472ea19343d2bdec55e46fb5d845ee6624017dee,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.1016/j.jclepro.2013.06.040,https://api.crossref.org/works/10.1016/j.jclepro.2013.06.040,https://api.crossref.org/works/10.1016/j.jclepro.2013.06.040,2026-09-24T07:02:11+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_1016_j_jclepro_2013_06_040.040,21971,64728991e994921ddf43739fed6215d64cca78156cef1a906cd7572187180170,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.1016/j.jclepro.2017.04.049,https://api.crossref.org/works/10.1016/j.jclepro.2017.04.049,https://api.crossref.org/works/10.1016/j.jclepro.2017.04.049,2026-09-24T07:02:11+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_1016_j_jclepro_2017_04_049.049,28178,d5ccd2b5b51acf825fb10cf3b2b9b6ff35b8dc84c7044668dcce45e4df39361e,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.1016/j.jclepro.2022.131136,https://api.crossref.org/works/10.1016/j.jclepro.2022.131136,https://api.crossref.org/works/10.1016/j.jclepro.2022.131136,2026-09-24T07:02:11+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_1016_j_jclepro_2022_131136.131136,35250,b1cac44865bc6efdd16c88ca2491434cf955526eec0ac89141e7ba42b12b669e,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.1016/j.jclepro.2022.133133,https://api.crossref.org/works/10.1016/j.jclepro.2022.133133,https://api.crossref.org/works/10.1016/j.jclepro.2022.133133,2026-09-24T07:02:12+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_1016_j_jclepro_2022_133133.133133,25437,9708b43feb23fa71de5c8f35bb1a89d499b082154f9cb98e722185e6c78710a4,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.1016/j.jclepro.2024.141063,https://api.crossref.org/works/10.1016/j.jclepro.2024.141063,https://api.crossref.org/works/10.1016/j.jclepro.2024.141063,2026-09-24T07:02:12+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_1016_j_jclepro_2024_141063.141063,37155,034c964237df48e9ca3f7b6e6ae63131592731d464bb2f472cc6ffa229fc401a,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.1016/j.jclepro.2024.142260,https://api.crossref.org/works/10.1016/j.jclepro.2024.142260,https://api.crossref.org/works/10.1016/j.jclepro.2024.142260,2026-09-24T07:02:12+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_1016_j_jclepro_2024_142260.142260,29705,f54e61f4db11215118b1857c93150a8b5bc9e227c25edfd25e4d4d310162fae9,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.1016/j.jclepro.2023.136716,https://api.crossref.org/works/10.1016/j.jclepro.2023.136716,https://api.crossref.org/works/10.1016/j.jclepro.2023.136716,2026-09-24T07:02:12+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_1016_j_jclepro_2023_136716.136716,14736,54276b730ce3dc2411979a2b5b48467853df3a0227edddef1509c208b9f92678,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.1016/j.jclepro.2021.128234,https://api.crossref.org/works/10.1016/j.jclepro.2021.128234,https://api.crossref.org/works/10.1016/j.jclepro.2021.128234,2026-09-24T07:02:13+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_1016_j_jclepro_2021_128234.128234,39598,bae2bc514c61d1d4058d72f8873db51e6134acbf8e07a9d142973486aead6a8b,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.1016/j.jclepro.2010.08.006,https://api.crossref.org/works/10.1016/j.jclepro.2010.08.006,https://api.crossref.org/works/10.1016/j.jclepro.2010.08.006,2026-09-24T07:02:13+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_1016_j_jclepro_2010_08_006.006,15482,21bc15597fdcba45ce4fcbde2348bc61b08daef876db50465a8a8f82d4ae5782,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.1016/j.jclepro.2010.12.003,https://api.crossref.org/works/10.1016/j.jclepro.2010.12.003,https://api.crossref.org/works/10.1016/j.jclepro.2010.12.003,2026-09-24T07:02:13+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_1016_j_jclepro_2010_12_003.003,8445,25b246852bed0d31b7ba232c40d54a103763872bcbacda957c7e8137c178ea8d,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.1016/j.resconrec.2010.11.002,https://api.crossref.org/works/10.1016/j.resconrec.2010.11.002,https://api.crossref.org/works/10.1016/j.resconrec.2010.11.002,2026-09-24T07:02:13+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_1016_j_resconrec_2010_11_002.002,37193,e8d67d59e8b5fa0fd8324eda613581a18ba87f8a48c821fcc5b71f35e70c76c5,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.1016/j.resconrec.2011.09.018,https://api.crossref.org/works/10.1016/j.resconrec.2011.09.018,https://api.crossref.org/works/10.1016/j.resconrec.2011.09.018,2026-09-24T07:02:14+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_1016_j_resconrec_2011_09_018.018,10924,7720132ee5def7e55fd20b0c2f03c5c3a79f82dacbd1ac913d1d7f3e1b06e90e,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.1016/j.resconrec.2011.05.021,https://api.crossref.org/works/10.1016/j.resconrec.2011.05.021,https://api.crossref.org/works/10.1016/j.resconrec.2011.05.021,2026-09-24T07:02:14+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_1016_j_resconrec_2011_05_021.021,8790,626fcd91e73369ddbb11bd554541d65378ee613895cc30f5a648d8adaee205e6,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.1016/j.resconrec.2023.107331,https://api.crossref.org/works/10.1016/j.resconrec.2023.107331,https://api.crossref.org/works/10.1016/j.resconrec.2023.107331,2026-09-24T07:02:14+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_1016_j_resconrec_2023_107331.107331,41382,123847359cc2368442050e453b7da976f2ec54c13daed2fc941e2b3d77d03b8d,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.1007/s11367-019-01608-8,https://api.crossref.org/works/10.1007/s11367-019-01608-8,https://api.crossref.org/works/10.1007/s11367-019-01608-8,2026-09-24T07:02:14+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_1007_s11367_019_01608_8.json,27133,53d18983971a526a3b31ea582d5a5d725d98a388dd0dc7cd5ea208955d3e4ccf,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.1007/s11367-020-01786-w,https://api.crossref.org/works/10.1007/s11367-020-01786-w,https://api.crossref.org/works/10.1007/s11367-020-01786-w,2026-09-24T07:02:15+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_1007_s11367_020_01786_w.json,26690,f40262b3e948347a8c77c9a22dc9a9e6ee16dabc09cff6f99d178d929e2158dc,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.1016/j.ecolecon.2019.106544,https://api.crossref.org/works/10.1016/j.ecolecon.2019.106544,https://api.crossref.org/works/10.1016/j.ecolecon.2019.106544,2026-09-24T07:02:15+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_1016_j_ecolecon_2019_106544.106544,13277,66deaae79d97d6368e9090759bf300c3f4ec9bd56d812fdda5611fc481d9bee3,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.1016/j.procir.2018.03.131,https://api.crossref.org/works/10.1016/j.procir.2018.03.131,https://api.crossref.org/works/10.1016/j.procir.2018.03.131,2026-09-24T07:02:15+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_1016_j_procir_2018_03_131.131,14151,9438f3f80a59ae8f4482996523ea4606ea1dd2fbeefa4f0031c6be34bd869511,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.1111/jiec.12756,https://api.crossref.org/works/10.1111/jiec.12756,https://api.crossref.org/works/10.1111/jiec.12756,2026-09-24T07:02:15+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_1111_jiec_12756.12756,15319,5a53379749f3743d775a11f41ff643b2cb8ebab9de2387461f81e15af8245fd3,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.1162/1088198043630432,https://api.crossref.org/works/10.1162/1088198043630432,https://api.crossref.org/works/10.1162/1088198043630432,2026-09-24T07:02:16+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_1162_1088198043630432.json,11294,d59568ca23891d5d5e1b8c664901c0e59c94e630a3fec37d4f009975a110b61a,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.1162/jiec.1998.2.3.15,https://api.crossref.org/works/10.1162/jiec.1998.2.3.15,https://api.crossref.org/works/10.1162/jiec.1998.2.3.15,2026-09-24T07:02:16+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_1162_jiec_1998_2_3_15.15,23262,cfa9190baf67f4d96d04033490b7ed13434f0af0e2c16c9698c455629b44002d,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.3390/resources3030544,https://api.crossref.org/works/10.3390/resources3030544,https://api.crossref.org/works/10.3390/resources3030544,2026-09-24T07:02:16+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_3390_resources3030544.json,49546,96c78a4b5ab8a074a0ccaaaf1e69b3da419e3c0c887e8b294a8b8b5291fc1004,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.1109/ecodim.1999.747582,https://api.crossref.org/works/10.1109/ecodim.1999.747582,https://api.crossref.org/works/10.1109/ecodim.1999.747582,2026-09-24T07:02:16+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_1109_ecodim_1999_747582.747582,3482,99c1a5e1469d30a3485c597bb4d1840722c7769112a07d99bb7f3454f9f96033,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.1016/j.destud.2016.09.002,https://api.crossref.org/works/10.1016/j.destud.2016.09.002,https://api.crossref.org/works/10.1016/j.destud.2016.09.002,2026-09-24T07:02:17+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_1016_j_destud_2016_09_002.002,69616,eee0e71bc40af5ff01a9ef95b750664f85c82f69c90c0fa2ef72feeb421dcc95,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.1080/21681015.2016.1172124,https://api.crossref.org/works/10.1080/21681015.2016.1172124,https://api.crossref.org/works/10.1080/21681015.2016.1172124,2026-09-24T07:02:17+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_1080_21681015_2016_1172124.1172124,8377,fc3b72c327614178d67ad896bf6ee1d6fb78f925ef0dae635ef5ff30bee6632b,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.3390/su13031036,https://api.crossref.org/works/10.3390/su13031036,https://api.crossref.org/works/10.3390/su13031036,2026-09-24T07:02:17+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_3390_su13031036.json,21110,b253ec29d26e80f629eeb51916a89abe361a5d2a06e0c52dc63ef98ebd87e7c6,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.3390/su12124953,https://api.crossref.org/works/10.3390/su12124953,https://api.crossref.org/works/10.3390/su12124953,2026-09-24T07:02:17+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_3390_su12124953.json,25535,4922afed82ad61047b0d7b0b8d32e89b65b1c7f0783cad0df560b78c69e492cd,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.1016/j.eist.2015.07.010,https://api.crossref.org/works/10.1016/j.eist.2015.07.010,https://api.crossref.org/works/10.1016/j.eist.2015.07.010,2026-09-24T07:02:18+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_1016_j_eist_2015_07_010.010,12844,476a4296de10d1aff1c22998d8659984d870cdaf99ae7119680e8b1ce0174627,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.3389/fenrg.2018.00039,https://api.crossref.org/works/10.3389/fenrg.2018.00039,https://api.crossref.org/works/10.3389/fenrg.2018.00039,2026-09-24T07:02:18+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_3389_fenrg_2018_00039.00039,19125,e4b5d86e7e472ab358be4a465c88a42f734e75ed13a07465bc9c6197539813bf,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.1007/s11367-014-0802-6,https://api.crossref.org/works/10.1007/s11367-014-0802-6,https://api.crossref.org/works/10.1007/s11367-014-0802-6,2026-09-24T07:02:18+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_1007_s11367_014_0802_6.json,26266,7e73dfc39de50f64977c6ed3265e164ce3cbe2c76ee96bce8d966e9b433828d4,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.1016/j.erss.2020.101439,https://api.crossref.org/works/10.1016/j.erss.2020.101439,https://api.crossref.org/works/10.1016/j.erss.2020.101439,2026-09-24T07:02:18+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_1016_j_erss_2020_101439.101439,50606,4119eb897fe0dcb657ff79a399def895e956723b51710c011a3c70702f0b5c97,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.1016/j.procir.2022.05.278,https://api.crossref.org/works/10.1016/j.procir.2022.05.278,https://api.crossref.org/works/10.1016/j.procir.2022.05.278,2026-09-24T07:02:19+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_1016_j_procir_2022_05_278.278,7370,f1d855b38e30279cd25a6d5f44c86c657ead2106223dc04ed52ff1bb26aa425f,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.3390/app15158289,https://api.crossref.org/works/10.3390/app15158289,https://api.crossref.org/works/10.3390/app15158289,2026-09-24T07:02:19+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_3390_app15158289.json,30675,1e315e28e791b2dfc4aa40e57a829e8b50d2a3690b0d97464a0ebc07e1813816,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.1088/1755-1315/463/1/012164,https://api.crossref.org/works/10.1088/1755-1315/463/1/012164,https://api.crossref.org/works/10.1088/1755-1315/463/1/012164,2026-09-24T07:02:19+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_1088_1755_1315_463_1_012164.json,7691,98683dce706c24e2b04ea0e67b10eecaa220917037ded83a09fbf5cb12729b7e,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.1016/j.scitotenv.2022.153016,https://api.crossref.org/works/10.1016/j.scitotenv.2022.153016,https://api.crossref.org/works/10.1016/j.scitotenv.2022.153016,2026-09-24T07:02:19+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_1016_j_scitotenv_2022_153016.153016,17125,34432b0e7a3b2436fa4e2b77d5c866c79d5ba0670b0bb9bea5620d7a0a5533b5,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.3390/pr9061007,https://api.crossref.org/works/10.3390/pr9061007,https://api.crossref.org/works/10.3390/pr9061007,2026-09-24T07:02:20+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_3390_pr9061007.json,14201,d772a372a89a8e370e520f30d72125558ddfde9b3c77290d6acf7d5744029346,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.22459/aurj.05.2013.19,https://api.crossref.org/works/10.22459/aurj.05.2013.19,https://api.crossref.org/works/10.22459/aurj.05.2013.19,2026-09-24T07:02:20+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_22459_aurj_05_2013_19.19,1644,2973f2f192017d4f1a00b270fab0326555a9584e93b86f8dab0373fbcb06b0d9,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.1016/j.jclepro.2014.08.088,https://api.crossref.org/works/10.1016/j.jclepro.2014.08.088,https://api.crossref.org/works/10.1016/j.jclepro.2014.08.088,2026-09-24T07:02:20+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_1016_j_jclepro_2014_08_088.088,10314,6111d98c20bb05d8602eaf1b8f2643fe0649432b931955fe671f47a3cade26c4,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.1016/j.jclepro.2020.123452,https://api.crossref.org/works/10.1016/j.jclepro.2020.123452,https://api.crossref.org/works/10.1016/j.jclepro.2020.123452,2026-09-24T07:02:20+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_1016_j_jclepro_2020_123452.123452,17905,ff3c3231da692d13a64bc816ddb3148d1e667f71721fb5ad88357ebc750e084f,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.3390/su12229738,https://api.crossref.org/works/10.3390/su12229738,https://api.crossref.org/works/10.3390/su12229738,2026-09-24T07:02:20+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_3390_su12229738.json,19728,363df6d240bc4843ba2cc0b11e65115b9bca813c1037fd754b6bba072afa5bf6,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.1017/pds.2024.121,https://api.crossref.org/works/10.1017/pds.2024.121,https://api.crossref.org/works/10.1017/pds.2024.121,2026-09-24T07:02:21+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_1017_pds_2024_121.121,3001,ef6061dc7afd5cf4779a140fc37e11dbb63f9466e1d09cdeb51f3839ea4a4444,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.1017/pds.2024.152,https://api.crossref.org/works/10.1017/pds.2024.152,https://api.crossref.org/works/10.1017/pds.2024.152,2026-09-24T07:02:21+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_1017_pds_2024_152.152,2855,7f2127848bdd748b8be4bc55ae966b4fea71a2557e4a6ed402e07e7f20451359,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.1016/j.jclepro.2025.146188,https://api.crossref.org/works/10.1016/j.jclepro.2025.146188,https://api.crossref.org/works/10.1016/j.jclepro.2025.146188,2026-09-24T07:02:21+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_1016_j_jclepro_2025_146188.146188,61504,2c8983907abdd743f36ef0a4272d1e512ceb6316d8c71f52c4c429697b585e4a,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.1016/j.jclepro.2020.123070,https://api.crossref.org/works/10.1016/j.jclepro.2020.123070,https://api.crossref.org/works/10.1016/j.jclepro.2020.123070,2026-09-24T07:02:21+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_1016_j_jclepro_2020_123070.123070,23403,018d42e24714da743034bec6f17f12edc6e67a7689ce6377f0dadc1a47fdea0d,,Persisted public source snapshot; redistribution depends on source terms.
