source_id,source_url,final_url,retrieved_utc,access_date,status,content_type,local_path,size_bytes,sha256,error,usage_note
crossref_10.1016/j.jclepro.2020.124314,https://api.crossref.org/works/10.1016/j.jclepro.2020.124314,https://api.crossref.org/works/10.1016/j.jclepro.2020.124314,2026-09-24T07:02:22+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_1016_j_jclepro_2020_124314.124314,39381,0bb14e7727e471c4d52faee93dc885bd514c940a3831e44987d82ddb071af162,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.1098/rsta.2023.0245,https://api.crossref.org/works/10.1098/rsta.2023.0245,https://api.crossref.org/works/10.1098/rsta.2023.0245,2026-09-24T07:02:22+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_1098_rsta_2023_0245.0245,15544,a5e9c7be3af70c7e896213bf527a44d8b840a37f27309efbadb9b4df6f13e273,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.1002/pts.927,https://api.crossref.org/works/10.1002/pts.927,https://api.crossref.org/works/10.1002/pts.927,2026-09-24T07:02:22+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_1002_pts_927.927,8293,66824797a518f70a5bd93780814147b31c87ab9662245c624d7389f9d2e88551,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.3390/su12051870,https://api.crossref.org/works/10.3390/su12051870,https://api.crossref.org/works/10.3390/su12051870,2026-09-24T07:02:22+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_3390_su12051870.json,22699,c1005f7e0f15823df0825c234e37236bae15cac744d35eed2eaa7465a7682624,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.3390/resources2040581,https://api.crossref.org/works/10.3390/resources2040581,https://api.crossref.org/works/10.3390/resources2040581,2026-09-24T07:02:23+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_3390_resources2040581.json,15411,8d41012f07dc73fd2b231be140aaa1a4eb252d00c406e2aa5a4d1803340c829e,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.3390/su11195465,https://api.crossref.org/works/10.3390/su11195465,https://api.crossref.org/works/10.3390/su11195465,2026-09-24T07:02:23+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_3390_su11195465.json,14210,712cb1337ef2a282ac2ac27239514644e19c76c1436fdcf921eb125342df84d1,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.1016/j.jclepro.2024.144518,https://api.crossref.org/works/10.1016/j.jclepro.2024.144518,https://api.crossref.org/works/10.1016/j.jclepro.2024.144518,2026-09-24T07:02:23+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_1016_j_jclepro_2024_144518.144518,12469,a18115ea50a96ddd3901cc1af5275075fee8ab014ac53c382615c7270489da15,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.1016/j.resconrec.2018.09.015,https://api.crossref.org/works/10.1016/j.resconrec.2018.09.015,https://api.crossref.org/works/10.1016/j.resconrec.2018.09.015,2026-09-24T07:02:23+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_1016_j_resconrec_2018_09_015.015,13696,0eef47c2c107576cd3e291f7ac82136a4033431fa966d9db23c277f5fc6c9f55,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.1016/j.jclepro.2013.11.039,https://api.crossref.org/works/10.1016/j.jclepro.2013.11.039,https://api.crossref.org/works/10.1016/j.jclepro.2013.11.039,2026-09-24T07:02:24+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_1016_j_jclepro_2013_11_039.039,28223,a76f2d3244061b5ad347a19520db83c9bc4132da04995572c9db7580aa31d072,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.1098/rsta.2012.0496,https://api.crossref.org/works/10.1098/rsta.2012.0496,https://api.crossref.org/works/10.1098/rsta.2012.0496,2026-09-24T07:02:24+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_1098_rsta_2012_0496.0496,11009,35927181092ce6628983b99dcb73e5aaf95f377f969e1422eda49282774cd2bb,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.1136/bmj.n71,https://api.crossref.org/works/10.1136/bmj.n71,https://api.crossref.org/works/10.1136/bmj.n71,2026-09-24T07:02:24+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_1136_bmj_n71.n71,14485,485e80ea465154bdf1b8acd95334bde7be820a8abdf37daad0dac61c1ee0c400,,Persisted public source snapshot; redistribution depends on source terms.
crossref_10.1016/0029-554x(67)91367-5,https://api.crossref.org/works/10.1016/0029-554x(67)91367-5,https://api.crossref.org/works/10.1016/0029-554x(67)91367-5,2026-09-24T07:02:24+00:00,2026-09-24,200,application/json,data/raw/literature_crossref/2026-09-24/crossref_10_1016_0029_554x_67_91367_5.json,3603,45d29919a3902e0e62b4de543dbd23e3a51d69ce1bb9551e4be58da7340e0590,,Persisted public source snapshot; redistribution depends on source terms.
S01,https://www.tetrapak.com/content/dam/tetrapak/publicweb/gb/en/sustainability/documents/LCA-paper-plastic-straws.pdf,https://www.tetrapak.com/content/dam/tetrapak/publicweb/gb/en/sustainability/documents/LCA-paper-plastic-straws.pdf,2026-09-24T07:02:24+00:00,2026-09-24,200,application/pdf,data/raw/straw_sources/S01.pdf,1538607,d551876bddbd941c3e088f3685a447135341030d35ab2783c765d36f43fef6b7,,Persisted public source snapshot; redistribution depends on source terms.
S02,https://www.iso.org/standard/61726.html,https://www.iso.org/standard/61726.html,2026-09-24T07:02:26+00:00,2026-09-24,FAILED,,data/raw/straw_sources/S02.html,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,HTTP Error 403: Forbidden,Persisted public source snapshot; redistribution depends on source terms.
S03,https://doi.org/10.15376/biores.14.4.8345-8363,https://bioresources.cnr.ncsu.edu/resources/evaluation-of-paper-straws-versus-plastic-straws-development-of-a-methodology-for-testing-and-understanding-challenges-for-paper-straws/,2026-09-24T07:02:26+00:00,2026-09-24,200,text/html; charset=UTF-8,data/raw/straw_sources/S03.html,866053,ff36328a08ff55d2d34811f5836fb7b2fa81041ad580569143fef4e095216315,,Persisted public source snapshot; redistribution depends on source terms.
S04,https://assets.huhtamaki.com/datasheets/htp/en/PSRB.pdf,https://assets.huhtamaki.com/datasheets/htp/en/PSRB.pdf,2026-09-24T07:02:27+00:00,2026-09-24,200,application/pdf,data/raw/straw_sources/S04.pdf,245928,cdc1d808995b4dba6a1cb1099865f6cea1259a63d1acf21faab7c66453152e3e,,Persisted public source snapshot; redistribution depends on source terms.
S05,https://www.franz-mensch.de/en/downloadfile?file=%2Ffiles%2Fdocuments%2FTDB%2F421001%2F421001_TDB_EN.pdf,https://www.franz-mensch.de/en/downloadfile?file=%2Ffiles%2Fdocuments%2FTDB%2F421001%2F421001_TDB_EN.pdf,2026-09-24T07:02:28+00:00,2026-09-24,200,application/pdf,data/raw/straw_sources/S05.pdf,159292,afc21edd0709996777245019d031d35b9e143a335387e22de9502f0096e6ff38,,Persisted public source snapshot; redistribution depends on source terms.
S06,https://baron-egypt.com/files/data-sheet/200ml-Compi-block-Specification-U-straw.pdf,https://baron-egypt.com/files/data-sheet/200ml-Compi-block-Specification-U-straw.pdf,2026-09-24T07:02:31+00:00,2026-09-24,200,application/pdf,data/raw/straw_sources/S06.pdf,139093,1138ba9ef08c521d2d1034470f611243d34506abbfb64fde432d0b3ce4d187aa,,Persisted public source snapshot; redistribution depends on source terms.
S07,https://api.sig.biz/media/x53pngzw/sig-paper-straw-portfolio-en.pdf,https://api.sig.biz/media/x53pngzw/sig-paper-straw-portfolio-en.pdf,2026-09-24T07:02:33+00:00,2026-09-24,200,application/pdf,data/raw/straw_sources/S07.pdf,208598,936f998c66f59f59f2420d636213c29251853acaf6bd04a5d753f2ba176a49d2,,Persisted public source snapshot; redistribution depends on source terms.
S08,https://www.sig.biz/en/solutions/package-finder/sig-xslimbloc,https://www.sig.biz/en/solutions/package-finder/sig-xslimbloc,2026-09-24T07:02:33+00:00,2026-09-24,200,text/html; charset=utf-8,data/raw/straw_sources/S08.html,362568,85cbd456a1ab444918511e1cc1a40827906684dd771ce88b13fbc95fcca277ab,,Persisted public source snapshot; redistribution depends on source terms.
S09,https://doi.org/10.3390/pr9061007,https://doi.org/10.3390/pr9061007,2026-09-24T07:02:34+00:00,2026-09-24,FAILED,,data/raw/straw_sources/S09.html,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,HTTP Error 403: Forbidden,Persisted public source snapshot; redistribution depends on source terms.
S10,https://doi.org/10.1016/j.jclepro.2020.123070,https://linkinghub.elsevier.com/retrieve/pii/S0959652620331152,2026-09-24T07:02:34+00:00,2026-09-24,200,text/html;charset=UTF-8,data/raw/straw_sources/S10.html,2676,1f08463b9b0a7c43a2a4e3ece65de05e0003610df020fae5d3d417be00f808e1,,Persisted public source snapshot; redistribution depends on source terms.
S11,https://doi.org/10.1007/s11367-020-01786-w,https://link.springer.com/10.1007/s11367-020-01786-w,2026-09-24T07:02:34+00:00,2026-09-24,200,text/html; charset=utf-8,data/raw/straw_sources/S11.html,3038,32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea,,Persisted public source snapshot; redistribution depends on source terms.
S12,https://lifecycleinitiative.org/wp-content/uploads/2021/03/UNEP-D001-Tableware-Report_Lowres.pdf,https://lifecycleinitiative.org/wp-content/uploads/2021/03/UNEP-D001-Tableware-Report_Lowres.pdf,2026-09-24T07:02:35+00:00,2026-09-24,202,text/html,data/raw/straw_sources/S12.pdf,239,0a47975e65951995e22ae40116a004cb1ef4484d75a3e8bddafc410503fd0c12,,Persisted public source snapshot; redistribution depends on source terms.
S13,https://doi.org/10.1016/j.chemosphere.2021.130238,https://linkinghub.elsevier.com/retrieve/pii/S0045653521007074,2026-09-24T07:02:35+00:00,2026-09-24,200,text/html;charset=UTF-8,data/raw/straw_sources/S13.html,2739,a661d5448178815bd6c3757a1269efecb2ef4a80869b61ef2ab628e34274d702,,Persisted public source snapshot; redistribution depends on source terms.
S14,https://doi.org/10.1080/19440049.2023.2240908,https://doi.org/10.1080/19440049.2023.2240908,2026-09-24T07:02:35+00:00,2026-09-24,FAILED,,data/raw/straw_sources/S14.2240908,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,HTTP Error 403: Forbidden,Persisted public source snapshot; redistribution depends on source terms.
S15,https://doi.org/10.1007/s11356-025-37075-y,https://link.springer.com/10.1007/s11356-025-37075-y,2026-09-24T07:02:35+00:00,2026-09-24,200,text/html; charset=utf-8,data/raw/straw_sources/S15.html,3038,32ed63159c77e21ee19ca1b9aa3213ccf0218eb59539560b132a8e68ef0e18ea,,Persisted public source snapshot; redistribution depends on source terms.
S16,https://foedevarestyrelsen.dk/kost-og-foedevarer/foedevaresikkerhed/emballage-og-udstyr/materialetyper/papir-og-pap,https://foedevarestyrelsen.dk/kost-og-foedevarer/foedevaresikkerhed/emballage-og-udstyr/materialetyper/papir-og-pap,2026-09-24T07:02:35+00:00,2026-09-24,200,text/html; charset=utf-8,data/raw/straw_sources/S16.html,85054,b3e84128f54924d95a09850de9ce995f672bc498d8bace1f4010b8df8ab5814d,,Persisted public source snapshot; redistribution depends on source terms.
S17,https://en.foedevarestyrelsen.dk/Media/638204383156890144/Danish%20Order%20No%20681%20of%2025%20May%202020%20on%20Food%20Contact%20Materials.pdf,https://en.foedevarestyrelsen.dk/Media/638204383156890144/Danish%20Order%20No%20681%20of%2025%20May%202020%20on%20Food%20Contact%20Materials.pdf,2026-09-24T07:02:37+00:00,2026-09-24,200,application/pdf,data/raw/straw_sources/S17.pdf,647739,a862271e76b5ed6548160261202b16bf0958b4f689a2fab49fabae91937f22b5,,Persisted public source snapshot; redistribution depends on source terms.
S18,https://eur-lex.europa.eu/eli/reg/2025/40,https://eur-lex.europa.eu/eli/reg/2025/40,2026-09-24T07:02:41+00:00,2026-09-24,202,text/html; charset=UTF-8,data/raw/straw_sources/S18.html,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,Persisted public source snapshot; redistribution depends on source terms.
S19,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=OJ%3AC_202603084,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=OJ%3AC_202603084,2026-09-24T07:02:41+00:00,2026-09-24,202,text/html; charset=UTF-8,data/raw/straw_sources/S19.html,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,Persisted public source snapshot; redistribution depends on source terms.
S20,https://www.fda.gov/food/process-contaminants-food/market-phase-out-grease-proofing-substances-containing-pfas,https://www.fda.gov/food/process-contaminants-food/market-phase-out-grease-proofing-substances-containing-pfas,2026-09-24T07:02:41+00:00,2026-09-24,FAILED,,data/raw/straw_sources/S20.html,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,HTTP Error 401: Unauthorized,Persisted public source snapshot; redistribution depends on source terms.
S21,https://www.govinfo.gov/content/pkg/FR-2025-01-06/pdf/2024-31703.pdf,https://www.govinfo.gov/content/pkg/FR-2025-01-06/pdf/2024-31703.pdf,2026-09-24T07:02:41+00:00,2026-09-24,200,application/pdf,data/raw/straw_sources/S21.pdf,184670,78e7d332dab8244acc2a02c64c36d5277ce87bf367be5e4e7a128ab884cb4610,,Persisted public source snapshot; redistribution depends on source terms.
S22,https://eur-lex.europa.eu/eli/dir/2019/904/oj,https://eur-lex.europa.eu/eli/dir/2019/904/oj,2026-09-24T07:02:43+00:00,2026-09-24,202,text/html; charset=UTF-8,data/raw/straw_sources/S22.html,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,Persisted public source snapshot; redistribution depends on source terms.
jclp_elsevier_policy_webfetch_20260925,"https://www.sciencedirect.com/journal/journal-of-cleaner-production/publish/guide-for-authors | https://www.elsevier.com/about/policies-and-standards/generative-ai-policies-for-journals","https://www.sciencedirect.com/journal/journal-of-cleaner-production/publish/guide-for-authors | https://www.elsevier.com/about/policies-and-standards/generative-ai-policies-for-journals",2026-09-25T04:48:43Z,2026-09-25,200,text/plain,data/raw/jclp_sources/snapshots/2026-09-25/jclp_elsevier_policy_webfetch_20260925.txt,20311,d7c014eb7fcee59826b54c2afd622647d149071918263ab32b1081bbd5693453,"Normalized official-page text returned by authenticated web fetch; JCLP content was truncated after the authorship-policy section.","Final pre-submission policy verification snapshot; redistribution depends on source terms."
