source_id	url	retrieved_at_utc	http_status	content_type	file_path	file_size_bytes	sha256	redistribution_note
nepia_product_design_width	https://www.nepia.co.jp/pdf/sustainability/productdesign/products_b.pdf	2026-09-24T06:30:58Z	200	application/pdf	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/nepia_product_design_width.pdf	308712	9d28107b4abd98747a8b76036b7737d7da8e1acf1cff41a4eed1b5e87d376c78	Copyrighted sustainability evidence; cite URL and extracted facts, do not redistribute snapshot
katrin_169505	https://www.metsagroup.com/katrin/products/toilet-paper/toilet-paper-roll/169505-katrin-toilet-paper-roll-250-sheets-2-ply/	2026-09-24T06:30:59Z	200	text/html; charset=utf-8	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/katrin_169505.html	211039	2e799cc3f8ab65c74931e3687acedff82c6c5d852e99ccc7d19522dc7973135b	Copyrighted product page; cite URL and extracted facts, do not redistribute snapshot
katrin_104834	https://www.metsagroup.com/contentassets/c6bc3da19e63405682fe98dcbb8d174e/104834_katrin_en.pdf	2026-09-24T06:31:00Z	200	application/pdf	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/katrin_104834.pdf	163286	496fdc7c0df4dcd6c7486c6b250fef2ecbb90929801af7caef9147d0e58ff430	Copyrighted technical sheet; cite URL and extracted facts, do not redistribute snapshot
quilton_standard	https://www.quilton.com.au/products/3-ply-toilet-paper	2026-09-24T06:31:00Z	200	text/html; charset=utf-8	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/quilton_standard.html	189081	c67c4cc47f689c4621eabe5b03c1cc1733cf5f9ae7be8e39f5d61d0f2b767812	Copyrighted product page; cite URL and extracted facts, do not redistribute snapshot
quilton_kingsize	https://www.quilton.com.au/products/quilton-king-size	2026-09-24T06:31:00Z	200	text/html; charset=utf-8	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/quilton_kingsize.html	185461	618a10ea5d1f7f5acdbb22f2ebb3174e952b2700afa0d042db5d09c3c879039b	Copyrighted product page; cite URL and extracted facts, do not redistribute snapshot
us_dla_aa59594a	https://www.dla.mil/Portals/104/Documents/TroopSupport/Subsistence/Rations/cids/59594A.pdf	2026-09-24T06:31:01Z	403	text/html	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/us_dla_aa59594a.pdf	465	687d906d6d63f6154a53781933fe421449d957747e486df77d95ab3c7f0c6936	US federal work; generally public domain, verify any embedded third-party material
us_epa_cpg_paper	https://www.epa.gov/smm/comprehensive-procurement-guidelines-paper-and-paper-products	2026-09-24T06:31:01Z	200	text/html; charset=UTF-8	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/us_epa_cpg_paper.html	72619	fa761c6991c284b11dc029e69f20264ce111dc68df62ab7813ea5c32f5cb8765	US federal work; generally public domain, cite current page
us_access_board_ada_ch6	https://www.access-board.gov/ada/chapter/ch06/	2026-09-24T06:31:01Z	200	text/html; charset=utf-8	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/us_access_board_ada_ch6.html	96379	d27be57fadbfd71d166e104e1c4c06f2dcdeb009a585248c56e3bca84dc435ab	US federal work; generally public domain, cite current page
eu_ecolabel_paper	https://environment.ec.europa.eu/topics/circular-economy-topics/eu-ecolabel/product-groups-and-criteria/paper_en	2026-09-24T06:31:02Z	200	text/html; charset=UTF-8	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/eu_ecolabel_paper.html	19478	232e2b637b44defb59eb41aaecd36cb3c95a1b1bad13cd0c5fc67f8e668ec63c	European Commission reuse policy applies; cite source and attribution
eu_decision_2019_70	https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:32019D0070	2026-09-24T06:31:03Z	202	text/html; charset=UTF-8	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/eu_decision_2019_70.html	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	EU legal text; reuse subject to EUR-Lex notice
iso_12625_6	https://www.iso.org/standard/66472.html	2026-09-24T06:31:03Z	403	text/html; charset=UTF-8	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/iso_12625_6.html	5544	6ea77da7489fd69ad3cea905882f17e65da85b4a7bc320ebfa6aaf2dc221f692	ISO page metadata may be cited; standard text is copyrighted and not redistributable
iso_12625_4	https://www.iso.org/standard/80328.html	2026-09-24T06:31:03Z	403	text/html; charset=UTF-8	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/iso_12625_4.html	5544	d88ce69b71c1ea622893f33176e56101796b0d535804a8a6506d1edcc2d99d40	ISO page metadata may be cited; standard text is copyrighted and not redistributable
iso_12625_8	https://www.iso.org/standard/53425.html	2026-09-24T06:31:03Z	403	text/html; charset=UTF-8	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/iso_12625_8.html	5544	5762de23d33a52a8fcd70d8858053cc47a7357c31ddc78708059e975add3ae2c	ISO page metadata may be cited; standard text is copyrighted and not redistributable
iso_12625_12	https://www.iso.org/standard/83277.html	2026-09-24T06:31:04Z	403	text/html; charset=UTF-8	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/iso_12625_12.html	5544	72521c8280621ff3dbcaff01975f59ac6c490efced6e8d0c9a625eac7b05ab29	ISO page metadata may be cited; standard text is copyrighted and not redistributable
jisc_reading_instructions	https://www.jisc.go.jp/jis-act/reading.html	2026-09-24T06:31:04Z	200	text/html; charset=UTF-8	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/jisc_reading_instructions.html	19442	833d995fa39114e0af34e9c142c7d97ba25bbf12543ca125e73725aff65ee927	JISC public page; standard PDF text remains copyrighted and should not be redistributed
china_ndls_gbt20810	https://www.ndls.org.cn/standard/detail/a459a2fe870c292f3ce60ec17c83398d	2026-09-24T06:31:04Z	200	text/html;charset=UTF-8	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/china_ndls_gbt20810.html	121693	1a60935afc85f98d34ac26a713c482eb4b0b29c60a68a4c183950580b0c59758	Official catalog metadata; full standard may be licensed/copyrighted
india_is14661	https://law.resource.org/pub/in/bis/S02/is.14661.1999.pdf	2026-09-24T06:31:06Z	200	application/pdf	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/india_is14661.pdf	906533	d0581fdc9c7e4e2ac3784fa50243bef28826be922c9fdb87895eba793ab754ba	Publicly downloadable mirror; copyright/legal reuse uncertain, do not redistribute
fenner_sanitary_paper	https://doi.org/10.22459/aurj.05.2013.19	2026-09-24T06:31:07Z	200000	application/pdf	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/fenner_sanitary_paper.html	430878	e36cf67d0c5a0f5c7283702d41b84644c6275a356e89dd645ed458c7ff73152e	Cite DOI; verify article license before redistributing full text
biores_perforation	https://bioresources.cnr.ncsu.edu/wp-content/uploads/2021/11/BioRes_17_1_492_Vieira_VMCFC_Toilet_Paper_Perforation_Efficiency_19308.pdf	2026-09-24T06:31:09Z	200	application/pdf	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/biores_perforation.pdf	979779	1a0bc0c4ea3d71d47562fb2054fdc47dc6398428ca43d38cfdf1d967cac26b0c	Open journal PDF; confirm article license on PDF before redistribution
bangkok_quality_consumption	https://so04.tci-thaijo.org/index.php/kjss/article/view/243981	2026-09-24T06:31:10Z	200	text/html; charset=utf-8	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/bangkok_quality_consumption.html	32266	0443fef0efd3bd1388eb1adf20887e8bc59c8b154e3f254c10429b12a3585244	Journal page publicly accessible; verify article license before redistributing full text
hanyu_recycling_consumption	https://doi.org/10.1016/S0921-3449(00)00060-4	2026-09-24T06:31:11Z	200	text/html;charset=UTF-8	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/hanyu_recycling_consumption.html	2688	0ef8716ac093439cbda97f391fe2fe9612a6ec21659b198a8e1f5afc197878b9	Publisher abstract is citable; full text likely paywalled/nonredistributable
pg_patent_us6458450	https://patents.google.com/patent/US6458450B1/en	2026-09-24T06:31:13Z	200	text/html	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/pg_patent_us6458450.html	317644	5205d7784e3a825b6ad58778c20c804a8d294627e5a74cea35e57db8c281b330	Patent text is persistently public; Google page compilation terms apply
consumer_reports_shrinkage	https://www.consumerreports.org/cro/magazine/2015/08/the-dirty-little-secrets-of-toilet-paper/index.htm	2026-09-24T06:31:14Z	200	text/html; charset=utf-8	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/consumer_reports_shrinkage.html	345913	191bb0487453ba573d20a921a8f9c04288c483e9fea8badb3ee50ebc7910c51a	Copyrighted article; cite URL and limited factual summary only
serla_p17148_spec	https://easystar.ee/wp-content/uploads/2024/05/P17148.pdf	2026-09-24T06:31:14Z	200	application/pdf	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/serla_p17148_spec.pdf	83741	f4efbacf2b4223c6a65618fc06b55a8afaf31cf77310fdae6fcdad0eb2b4d194	Public supplier-hosted specification; manufacturer provenance indicated, but host is secondary; do not redistribute without permission
charmin_forever_roll	https://shop.charmin.com/forever-roll-starter-kit-holder-stand-included-2-roll/	2026-09-24T06:35:57Z	200	text/html; charset=UTF-8	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/charmin_forever_roll.html	158235	90537e26540f6e05066f69f46e548c82805fc286f1b8ae0e7000cfb94e23c46a	Copyrighted product page; cite URL and extracted facts, do not redistribute snapshot
tork_gb_dispenser_557000	https://www.torkglobal.com/gb/en/product/toilet-paper/dispensers/conventional-roll-dispensers/557000	2026-09-24T06:35:57Z	200	text/html; charset=utf-8	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/tork_gb_dispenser_557000__20260924T063557Z.html	761258	029aed56d3c6720c5b3b8ded3e365b1afde7a655a8d3d4e4a513fe7691ccc58c	Copyrighted product page; cite URL and extracted facts, do not redistribute snapshot
quilton_double_length	https://www.quilton.com.au/products/double-length-toilet-tissue	2026-09-24T06:35:58Z	404	text/html; charset=utf-8	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/quilton_double_length.html	110316	2a5545428e9f8a71ac1132fe6fc506926406af470efe836d8fe54dc7cb231d97	Copyrighted product page; cite URL and extracted facts, do not redistribute snapshot
quilton_faq	https://www.quilton.com.au/pages/faqs	2026-09-24T06:35:58Z	200	text/html; charset=utf-8	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/quilton_faq.html	126268	dfcaa665d9ce90cbb6cfa420589baa3e1265e443d842fd9d66a44589a741b918	Copyrighted manufacturer FAQ; cite URL and extracted facts, do not redistribute snapshot
us_dla_aa59594a_quicksearch	https://quicksearch.dla.mil/WMX/Default.aspx?token=5710999	2026-09-24T06:35:59Z	200	application/pdf	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/us_dla_aa59594a_quicksearch.html	30211	507d6e6cdf21d0e1a4650aab711291969ec29e4ea4421734a868f1e1f5cc875c	US federal work; generally public domain, cite official QuickSearch record
eu_decision_2019_70_current	https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02019D0070-20241220	2026-09-24T06:35:59Z	202	text/html; charset=UTF-8	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/eu_decision_2019_70_current.html	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	EU consolidated legal text; reuse subject to EUR-Lex notice
jsa_jis_2026_catalog	https://webdesk.jsa.or.jp/link/lib/jis2026/index/319176.pdf	2026-09-24T06:35:59Z	200	application/pdf	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/jsa_jis_2026_catalog.pdf	137383	60f9778edc8912e84981772f2124cfd1414f5d628cf46d88f6aa85f636347cd8	JSA catalog is public metadata; standard text remains copyrighted and should not be redistributed
jis_p4501_secondary	https://kikakurui.com/p/P4501-2006-01.html	2026-09-24T06:36:00Z	200	text/html	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/jis_p4501_secondary__20260924T063600Z.html	23966	55aafb2fc7411be91b3fb526951d78210d2ca55e5e884adcef2359dfb29c36d7	Secondary rendering of JIS text; use provisionally and do not redistribute
china_gbt20810_secondary	https://www.chinesestandard.net/PDF.aspx/GBT20810-2018	2026-09-24T06:36:01Z	200	text/html; charset=utf-8	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/china_gbt20810_secondary.html	49606	37ba11189b72948a94d96a83d7f3d103047763c657b3a43737d17a237d0945b4	Commercial secondary rendering; cite only limited clause summary and do not redistribute
bma_bathroom_diary	https://bathroom-association.org.uk/wp-content/uploads/2024/05/BMA-Behind-the-Bathroom-Door-Research-Overview.pdf	2026-09-24T06:36:01Z	200	application/pdf	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/bma_bathroom_diary.pdf	1389326	f521f30db420d878d97e187f74962a372b25d8cdefce0ac971a95bcecd82fe23	Public association report; cite with methodology limitations and verify before redistribution
yuasa_measured_use	https://yuasakamiten.com/blogs/iseecolumn/toiletpaper-1roll-howmanydays	2026-09-24T06:36:02Z	200	text/html; charset=utf-8	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/yuasa_measured_use.html	387146	9670eec69758ff360180eae81b03fc30f03d687efb53cc1b4492ce0a1a65f724	Copyrighted retailer blog reporting original staff measurements; cite limited facts only
eu_decision_2024_3179	https://eur-lex.europa.eu/eli/dec/2024/3179/oj/eng/pdf	2026-09-24T06:38:51Z	202	text/html; charset=UTF-8	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/eu_decision_2024_3179.pdf	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Public EU law; attempted PDF capture was empty, so use the official ELI HTML citation until a complete snapshot is obtained
charmin_ultra_strong_regular	https://shop.charmin.com/ultra-strong-regular-roll/	2026-09-24T07:02:11Z	200	text/html; charset=UTF-8	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/charmin_ultra_strong_regular.html	147346	d61816bd34e9fb38ea0f3e05f6542394395f6fb43d5124f5def4d1805da03461	Copyrighted product page; cite URL and extracted facts, do not redistribute snapshot
charmin_forever_roll	https://shop.charmin.com/forever-roll-starter-kit-holder-stand-included-2-roll/	2026-09-24T07:02:11Z	200	text/html; charset=UTF-8	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/charmin_forever_roll.html	158235	d63fdeb0443e8784603c0c134c0fb2591df4790f39d6e5aa0fe8ed42f040f207	Copyrighted product page; cite URL and extracted facts, do not redistribute snapshot
tork_us_1102910	https://www.torkglobal.com/us/en/product/toilet-paper/refills/mid-size-rolls/1102910	2026-09-24T07:02:12Z	200	text/html; charset=utf-8	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/tork_us_1102910.html	687878	7c6116347cbc70bc599c1d307556e6da8e1b91a9807fe043a22547c19f6c667a	Copyrighted product page; cite URL and extracted facts, do not redistribute snapshot
tork_ie_101408	https://www.torkglobal.com/ie/en/product/toilet-paper/refills/conventional-toilet-paper/101408	2026-09-24T07:02:16Z	200	text/html; charset=utf-8	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/tork_ie_101408.html	695203	a129fab2ab9bb27d86629554ae4f9144c164decc38a9c83132b471681a521b03	Copyrighted product page; cite URL and extracted facts, do not redistribute snapshot
tork_au_2170329	https://www.torkglobal.com/au/en/product/toilet-paper/refills/conventional-rolls/2170329	2026-09-24T07:02:19Z	200	text/html; charset=utf-8	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/tork_au_2170329.html	693327	37c8fce14ae415019b28ec15874bc054abbd98d88eef28840bbb98069d48a631	Copyrighted product page; cite URL and extracted facts, do not redistribute snapshot
tork_gb_dispenser_557000	https://www.torkglobal.com/gb/en/product/toilet-paper/dispensers/conventional-roll-dispensers/557000	2026-09-24T07:02:20Z	200	text/html; charset=utf-8	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/tork_gb_dispenser_557000.html	761260	147b5be8d372884514190e6fe9a7321c2fb148e554e5842fda4fe4e24a64cf68	Copyrighted product page; cite URL and extracted facts, do not redistribute snapshot
kc_scott_13217	https://www.kcprofessional.com/en-us/products/restroom-and-hygiene/toilet-paper-and-seat-covers/standard-roll/core/scott%C2%AE-standard-roll-toilet-paper-(2-ply-srb)/13217	2026-09-24T07:02:21Z	403	text/html; charset=UTF-8	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/kc_scott_13217.html	6068	801ad0d83c84805942298fb6be87d8aaf3a2563f35210354d97a02afbe35ac20	Copyrighted product page; cite URL and extracted facts, do not redistribute snapshot
tesco_luxury_297444884	https://www.tesco.com/groceries/en-GB/products/297444884	2026-09-24T07:02:21Z	403	text/html	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/tesco_luxury_297444884.html	415	31d7ff748d4d1fd057e1e98f25d3366d71f187f72ae6e9443c4fd0f65070863b	Copyrighted retailer record; cite URL and extracted facts, do not redistribute snapshot
elleair_single	https://www.elleair.jp/product/detail/toilet_toilet-tissue_single	2026-09-24T07:02:21Z	200	text/html; charset=UTF-8	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/elleair_single.html	77031	708a0060fb50e515e95d6bf8154861218154cb64064225f2f04877d62e3f4265	Copyrighted product page; cite URL and extracted facts, do not redistribute snapshot
elleair_double	https://www.elleair.jp/product/detail/toilet_toilet-tissue_double	2026-09-24T07:02:22Z	200	text/html; charset=UTF-8	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/elleair_double.html	77065	f18f1836601c11dae7a872122aff5486d4b2ad7cdb6ed5086d9ef36618f69e4b	Copyrighted product page; cite URL and extracted facts, do not redistribute snapshot
nepia_width_change_release	https://www.nepia.co.jp/company/news_release/news20240326.pdf	2026-09-24T07:02:23Z	200	application/pdf	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/nepia_width_change_release.pdf	1595443	66dc5dcacd00a8a340491b84807cf6ab14822b1a40787f50bbd7ee8139673d48	Copyrighted manufacturer release; cite URL and extracted facts, do not redistribute snapshot
nepia_product_design_width	https://www.nepia.co.jp/pdf/sustainability/productdesign/products_b.pdf	2026-09-24T07:02:24Z	200	application/pdf	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/nepia_product_design_width.pdf	308712	9d28107b4abd98747a8b76036b7737d7da8e1acf1cff41a4eed1b5e87d376c78	Copyrighted sustainability evidence; cite URL and extracted facts, do not redistribute snapshot
katrin_169505	https://www.metsagroup.com/katrin/products/toilet-paper/toilet-paper-roll/169505-katrin-toilet-paper-roll-250-sheets-2-ply/	2026-09-24T07:02:25Z	200	text/html; charset=utf-8	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/katrin_169505.html	211039	0f70cb2ab18b23f05595af7f89d75be738b531a9880c6d5a7ab737dceac4768b	Copyrighted product page; cite URL and extracted facts, do not redistribute snapshot
katrin_104834	https://www.metsagroup.com/contentassets/c6bc3da19e63405682fe98dcbb8d174e/104834_katrin_en.pdf	2026-09-24T07:02:26Z	200	application/pdf	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/katrin_104834.pdf	163286	496fdc7c0df4dcd6c7486c6b250fef2ecbb90929801af7caef9147d0e58ff430	Copyrighted technical sheet; cite URL and extracted facts, do not redistribute snapshot
quilton_standard	https://www.quilton.com.au/products/3-ply-toilet-paper	2026-09-24T07:02:26Z	200	text/html; charset=utf-8	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/quilton_standard.html	189081	6d9ead66967e22f8424f7d81d9488dea4ac9553b3b6407306a316bd692e164ff	Copyrighted product page; cite URL and extracted facts, do not redistribute snapshot
quilton_kingsize	https://www.quilton.com.au/products/quilton-king-size	2026-09-24T07:02:27Z	200	text/html; charset=utf-8	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/quilton_kingsize.html	185461	c7b98c64362187b2c4d521198f8fd6073d075a4c69e0d3e4667f1c7d03be05a9	Copyrighted product page; cite URL and extracted facts, do not redistribute snapshot
quilton_double_length	https://www.quilton.com.au/products/double-length-toilet-tissue	2026-09-24T07:02:27Z	404	text/html; charset=utf-8	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/quilton_double_length.html	110316	e05e348ce3686553443b363b872c72169518a0310d3fd8193a6f581a59162218	Copyrighted product page; cite URL and extracted facts, do not redistribute snapshot
quilton_faq	https://www.quilton.com.au/pages/faqs	2026-09-24T07:02:27Z	200	text/html; charset=utf-8	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/quilton_faq.html	126268	86be542dd8aee66231278bea7edb9fa7db3b2f0d1c2f54c6cc1fc627df8d54ff	Copyrighted manufacturer FAQ; cite URL and extracted facts, do not redistribute snapshot
us_dla_aa59594a	https://www.dla.mil/Portals/104/Documents/TroopSupport/Subsistence/Rations/cids/59594A.pdf	2026-09-24T07:02:27Z	403	text/html	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/us_dla_aa59594a.pdf	467	55e190028e72ba75420e4f40106de396a72fa0b8fd50d0ed2e536137cf58c755	US federal work; generally public domain, verify any embedded third-party material
us_dla_aa59594a_quicksearch	https://quicksearch.dla.mil/WMX/Default.aspx?token=5710999	2026-09-24T07:02:27Z	200	application/pdf	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/us_dla_aa59594a_quicksearch.html	29758	c0a5c76f985c7a673ca445faaeaeb0115e0e229773fb9237e3a7f59ca6472975	US federal work; generally public domain, cite official QuickSearch record
