source_id	url	retrieved_at_utc	http_status	content_type	file_path	file_size_bytes	sha256	redistribution_note
us_epa_cpg_paper	https://www.epa.gov/smm/comprehensive-procurement-guidelines-paper-and-paper-products	2026-09-24T07:02:28Z	200	text/html; charset=UTF-8	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/us_epa_cpg_paper.html	72619	fa761c6991c284b11dc029e69f20264ce111dc68df62ab7813ea5c32f5cb8765	US federal work; generally public domain, cite current page
us_access_board_ada_ch6	https://www.access-board.gov/ada/chapter/ch06/	2026-09-24T07:02:28Z	200	text/html; charset=utf-8	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/us_access_board_ada_ch6.html	96379	d27be57fadbfd71d166e104e1c4c06f2dcdeb009a585248c56e3bca84dc435ab	US federal work; generally public domain, cite current page
eu_ecolabel_paper	https://environment.ec.europa.eu/topics/circular-economy-topics/eu-ecolabel/product-groups-and-criteria/paper_en	2026-09-24T07:02:29Z	200	text/html; charset=UTF-8	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/eu_ecolabel_paper.html	19478	232e2b637b44defb59eb41aaecd36cb3c95a1b1bad13cd0c5fc67f8e668ec63c	European Commission reuse policy applies; cite source and attribution
eu_decision_2019_70	https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:32019D0070	2026-09-24T07:02:30Z	202	text/html; charset=UTF-8	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/eu_decision_2019_70.html	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	EU legal text; reuse subject to EUR-Lex notice
eu_decision_2019_70_current	https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02019D0070-20241220	2026-09-24T07:02:30Z	202	text/html; charset=UTF-8	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/eu_decision_2019_70_current.html	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	EU consolidated legal text; reuse subject to EUR-Lex notice
eu_decision_2024_3179	https://eur-lex.europa.eu/eli/dec/2024/3179/oj/eng/pdf	2026-09-24T07:02:30Z	202	text/html; charset=UTF-8	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/eu_decision_2024_3179.pdf	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	EU legal text; attempted PDF capture was empty, so use the official ELI HTML citation until a complete snapshot is obtained
iso_12625_6	https://www.iso.org/standard/66472.html	2026-09-24T07:02:30Z	403	text/html; charset=UTF-8	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/iso_12625_6.html	5544	9b4214b793032d2e33920e246f7b84173a13905b3748355a40445d904647c59b	ISO page metadata may be cited; standard text is copyrighted and not redistributable
iso_12625_4	https://www.iso.org/standard/80328.html	2026-09-24T07:02:30Z	403	text/html; charset=UTF-8	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/iso_12625_4.html	5544	36d7ac4df9e164fb6671ef236721def2f4b84dd0996755351264bfa5f2ea66e0	ISO page metadata may be cited; standard text is copyrighted and not redistributable
iso_12625_8	https://www.iso.org/standard/53425.html	2026-09-24T07:02:30Z	403	text/html; charset=UTF-8	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/iso_12625_8.html	5544	8e107741267e1f02004cb4acdd8072c8e498a7e9c9402f38bdac43f5db96eb88	ISO page metadata may be cited; standard text is copyrighted and not redistributable
iso_12625_12	https://www.iso.org/standard/83277.html	2026-09-24T07:02:31Z	403	text/html; charset=UTF-8	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/iso_12625_12.html	5544	efcab8f967acce5f7ad6d87b62c2f315a570380ccb1d864be690e45465a17560	ISO page metadata may be cited; standard text is copyrighted and not redistributable
jisc_reading_instructions	https://www.jisc.go.jp/jis-act/reading.html	2026-09-24T07:02:31Z	200	text/html; charset=UTF-8	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/jisc_reading_instructions.html	19442	833d995fa39114e0af34e9c142c7d97ba25bbf12543ca125e73725aff65ee927	JISC public page; standard PDF text remains copyrighted and should not be redistributed
jsa_jis_2026_catalog	https://webdesk.jsa.or.jp/link/lib/jis2026/index/319176.pdf	2026-09-24T07:02:31Z	200	application/pdf	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/jsa_jis_2026_catalog.pdf	137383	60f9778edc8912e84981772f2124cfd1414f5d628cf46d88f6aa85f636347cd8	JSA catalog is public metadata; standard text remains copyrighted and should not be redistributed
jis_p4501_secondary	https://kikakurui.com/p/P4501-2006-01.html	2026-09-24T07:02:32Z	200	text/html	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/jis_p4501_secondary.html	23966	55aafb2fc7411be91b3fb526951d78210d2ca55e5e884adcef2359dfb29c36d7	Secondary rendering of JIS text; use provisionally and do not redistribute
china_ndls_gbt20810	https://www.ndls.org.cn/standard/detail/a459a2fe870c292f3ce60ec17c83398d	2026-09-24T07:02:33Z	200	text/html;charset=UTF-8	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/china_ndls_gbt20810.html	121693	3f40c29f9d4125003f11519a63632d2b7ef720105701286cc1b3a27076e27609	Official catalog metadata; full standard may be licensed/copyrighted
china_gbt20810_secondary	https://www.chinesestandard.net/PDF.aspx/GBT20810-2018	2026-09-24T07:02:35Z	200	text/html; charset=utf-8	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/china_gbt20810_secondary.html	49606	37ba11189b72948a94d96a83d7f3d103047763c657b3a43737d17a237d0945b4	Commercial secondary rendering; cite only limited clause summary and do not redistribute
india_is14661	https://law.resource.org/pub/in/bis/S02/is.14661.1999.pdf	2026-09-24T07:02:35Z	200	application/pdf	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/india_is14661.pdf	906533	d0581fdc9c7e4e2ac3784fa50243bef28826be922c9fdb87895eba793ab754ba	Publicly downloadable mirror; copyright/legal reuse uncertain, do not redistribute
fenner_sanitary_paper	https://doi.org/10.22459/aurj.05.2013.19	2026-09-24T07:02:35Z	200	application/pdf	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/fenner_sanitary_paper.html	430878	e36cf67d0c5a0f5c7283702d41b84644c6275a356e89dd645ed458c7ff73152e	Cite DOI; verify article license before redistributing full text
biores_perforation	https://bioresources.cnr.ncsu.edu/wp-content/uploads/2021/11/BioRes_17_1_492_Vieira_VMCFC_Toilet_Paper_Perforation_Efficiency_19308.pdf	2026-09-24T07:02:38Z	200	application/pdf	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/biores_perforation.pdf	979779	1a0bc0c4ea3d71d47562fb2054fdc47dc6398428ca43d38cfdf1d967cac26b0c	Open journal PDF; confirm article license on PDF before redistribution
bangkok_quality_consumption	https://so04.tci-thaijo.org/index.php/kjss/article/view/243981	2026-09-24T07:02:38Z	200	text/html; charset=utf-8	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/bangkok_quality_consumption.html	32266	0443fef0efd3bd1388eb1adf20887e8bc59c8b154e3f254c10429b12a3585244	Journal page publicly accessible; verify article license before redistributing full text
hanyu_recycling_consumption	https://doi.org/10.1016/S0921-3449(00)00060-4	2026-09-24T07:02:40Z	200	text/html;charset=UTF-8	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/hanyu_recycling_consumption.html	2688	0ef8716ac093439cbda97f391fe2fe9612a6ec21659b198a8e1f5afc197878b9	Publisher abstract is citable; full text likely paywalled/nonredistributable
bma_bathroom_diary	https://bathroom-association.org.uk/wp-content/uploads/2024/05/BMA-Behind-the-Bathroom-Door-Research-Overview.pdf	2026-09-24T07:02:40Z	200	application/pdf	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/bma_bathroom_diary.pdf	1389326	f521f30db420d878d97e187f74962a372b25d8cdefce0ac971a95bcecd82fe23	Public association report; cite with methodology limitations and verify before redistribution
yuasa_measured_use	https://yuasakamiten.com/blogs/iseecolumn/toiletpaper-1roll-howmanydays	2026-09-24T07:02:42Z	200	text/html; charset=utf-8	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/yuasa_measured_use.html	387146	4784eb51f8e5fe98507fda5462eb90236bd85201e22854df3aa6de94961ed823	Copyrighted retailer blog reporting original staff measurements; cite limited facts only
pg_patent_us6458450	https://patents.google.com/patent/US6458450B1/en	2026-09-24T07:02:42Z	200	text/html	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/pg_patent_us6458450.html	317644	5205d7784e3a825b6ad58778c20c804a8d294627e5a74cea35e57db8c281b330	Patent text is persistently public; Google page compilation terms apply
consumer_reports_shrinkage	https://www.consumerreports.org/cro/magazine/2015/08/the-dirty-little-secrets-of-toilet-paper/index.htm	2026-09-24T07:02:43Z	200	text/html; charset=utf-8	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/consumer_reports_shrinkage.html	345913	191bb0487453ba573d20a921a8f9c04288c483e9fea8badb3ee50ebc7910c51a	Copyrighted article; cite URL and limited factual summary only
serla_p17148_spec	https://easystar.ee/wp-content/uploads/2024/05/P17148.pdf	2026-09-24T07:02:43Z	200	application/pdf	/home/ubuntu/repos/wip/functional_geometry/data/raw/toilet_paper_sources/snapshots/2026-09-24/serla_p17148_spec.pdf	83741	f4efbacf2b4223c6a65618fc06b55a8afaf31cf77310fdae6fcdad0eb2b4d194	Public supplier-hosted specification; manufacturer provenance indicated, but host is secondary; do not redistribute without permission
